Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Postal Code,Enrolment,Latitude,Longitude,First Language Not English,New to Canada from Non-English Speaking Country,Receiving Special Education Services,Identified as Gifted,Live in Low-Income Households,Parents Have Some University Education,2016 Grade 3 Reading,2019 Grade 3 Reading,2016 Grade 3 Writing,2019 Grade 3 Writing,2016 Grade 3 Math,2019 Grade 3 Math,2016 Grade 6 Reading,2019 Grade 6 Reading,2016 Grade 6 Writing,2019 Grade 6 Writing,2016 Grade 6 Math,2019 Grade 6 Math
Toronto DSB,Pub Dist Sch Brd (E/F),Cassandra Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3A1S5,280.0,43.74842,-79.3289,84.0,28.0,42.0,0.0,70.0,168.0,232.0,176.0,223.0,185.0,194.0,165.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Cedar Drive Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1J3G4,665.0,43.74658,-79.2148,459.0,120.0,93.0,0.0,372.0,259.0,480.0,499.0,459.0,459.0,345.0,366.0,419.0,465.0,447.0,505.0,234.0,279.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cedarbrook Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1J2V6,475.0,43.74729,-79.2302,238.0,24.0,48.0,0.0,142.0,166.0,402.0,366.0,373.0,366.0,311.0,323.0,399.0,423.0,394.0,418.0,285.0,328.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cedarvale Community School,Public,Not applicable,Elementary,English,JK-8,York,M6C1W4,395.0,43.69602,-79.4305,59.0,40.0,40.0,0.0,40.0,336.0,366.0,395.0,372.0,383.0,371.0,375.0,378.0,348.0,353.0,367.0,289.0,237.0
Toronto DSB,Pub Dist Sch Brd (E/F),Centennial Road Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1C2A2,235.0,43.78695,-79.15,47.0,0.0,35.0,0.0,24.0,153.0,224.0,188.0,235.0,188.0,193.0,118.0,230.0,216.0,219.0,223.0,142.0,146.0
Toronto DSB,Pub Dist Sch Brd (E/F),Chalkfarm Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3L1L4,260.0,43.7271,-79.5144,91.0,78.0,39.0,0.0,91.0,39.0,97.0,114.0,102.0,122.0,24.0,23.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Charles E Webster Public School,Public,Not applicable,Elementary,English,JK-8,York,M6M3X7,415.0,43.69343,-79.4751,124.0,62.0,104.0,0.0,166.0,104.0,228.0,278.0,236.0,286.0,159.0,191.0,229.0,224.0,248.0,203.0,20.0,17.0
Toronto DSB,Pub Dist Sch Brd (E/F),Charles G Fraser Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6J2K6,245.0,43.64852,-79.4095,122.0,24.0,49.0,0.0,49.0,98.0,162.0,198.0,148.0,179.0,134.0,142.0,185.0,157.0,196.0,157.0,178.0,167.0
Toronto DSB,Pub Dist Sch Brd (E/F),Charles Gordon Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1K5A7,330.0,43.7463,-79.2604,214.0,33.0,66.0,0.0,115.0,132.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Charles H Best Junior and Middle School,Public,Not applicable,Elementary,English,4-8,North York,M3H5K8,355.0,43.76744,-79.4586,195.0,71.0,106.0,0.0,71.0,195.0,N/A,N/A,N/A,N/A,N/A,N/A,269.0,256.0,267.0,259.0,144.0,121.0
Toronto DSB,Pub Dist Sch Brd (E/F),Charlottetown Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1C2C7,415.0,43.78206,-79.1422,83.0,21.0,42.0,0.0,42.0,270.0,334.0,307.0,291.0,274.0,287.0,307.0,391.0,332.0,356.0,299.0,235.0,216.0
Toronto DSB,Pub Dist Sch Brd (E/F),Chartland Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1S2R7,210.0,43.79976,-79.2787,168.0,21.0,21.0,0.0,63.0,52.0,176.0,181.0,154.0,128.0,164.0,166.0,187.0,189.0,177.0,189.0,152.0,155.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cherokee Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2H2W7,170.0,43.79876,-79.3386,136.0,42.0,17.0,0.0,34.0,94.0,150.0,163.0,162.0,141.0,136.0,114.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Chester Elementary School,Public,Not applicable,Elementary,English,JK-5,East York,M4K2E4,490.0,43.6876,-79.3517,147.0,49.0,49.0,49.0,147.0,270.0,344.0,358.0,367.0,338.0,291.0,274.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Chester Le Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1W2K7,155.0,43.79858,-79.3311,85.0,23.0,16.0,0.0,78.0,46.0,73.0,73.0,48.0,51.0,52.0,62.0,91.0,127.0,84.0,113.0,47.0,64.0
Toronto DSB,Pub Dist Sch Brd (E/F),Chief Dan George Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B2K5,305.0,43.80271,-79.1638,76.0,0.0,61.0,0.0,76.0,122.0,233.0,235.0,229.0,165.0,141.0,131.0,252.0,217.0,230.0,207.0,106.0,107.0
Toronto DSB,Pub Dist Sch Brd (E/F),Chine Drive Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1M2K8,135.0,43.70998,-79.2418,7.0,0.0,20.0,7.0,20.0,81.0,124.0,99.0,109.0,81.0,108.0,117.0,126.0,116.0,126.0,116.0,87.0,107.0
Toronto DSB,Pub Dist Sch Brd (E/F),Church Street Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4Y1B7,405.0,43.6636,-79.3792,202.0,142.0,40.0,0.0,122.0,243.0,313.0,344.0,307.0,279.0,263.0,263.0,283.0,308.0,276.0,320.0,169.0,182.0
Toronto DSB,Pub Dist Sch Brd (E/F),Churchill Heights Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1G2S4,385.0,43.77305,-79.2245,231.0,38.0,0.0,116.0,116.0,154.0,329.0,316.0,320.0,304.0,285.0,316.0,344.0,354.0,348.0,362.0,285.0,331.0
Toronto DSB,Pub Dist Sch Brd (E/F),Churchill Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2N1Z5,410.0,43.77075,-79.427,205.0,62.0,41.0,0.0,102.0,308.0,330.0,353.0,344.0,365.0,311.0,308.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),City View Alternative Senior School,Public,Not applicable,Elementary,English,7-8,Toronto,M6K1S9,55.0,43.64852,-79.4367,6.0,0.0,16.0,6.0,6.0,33.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Claireville Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9V3J4,225.0,43.74793,-79.599,90.0,11.0,45.0,0.0,56.0,90.0,148.0,117.0,159.0,126.0,115.0,94.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Clairlea Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1L2X1,595.0,43.71647,-79.2963,190.0,30.0,77.0,0.0,161.0,315.0,352.0,363.0,303.0,309.0,301.0,214.0,528.0,422.0,513.0,446.0,256.0,256.0
Toronto DSB,Pub Dist Sch Brd (E/F),Claude Watson School for the Arts,Public,Not applicable,Elementary,English,1-8,North York,M2N0A8,300.0,43.76568,-79.4094,120.0,15.0,0.0,90.0,60.0,240.0,N/A,N/A,N/A,N/A,N/A,N/A,300.0,294.0,300.0,300.0,291.0,300.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cliffside Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1N1M1,185.0,43.70488,-79.2504,92.0,18.0,18.0,0.0,65.0,83.0,N/A,111.0,N/A,130.0,N/A,56.0,N/A,124.0,N/A,124.0,N/A,70.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cliffwood Public School,Public,Not applicable,Elementary,English,JK-6,North York,M2H2E4,350.0,43.80628,-79.3601,193.0,18.0,18.0,0.0,70.0,280.0,336.0,336.0,321.0,308.0,299.0,308.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Clinton Street Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6G2V7,390.0,43.65764,-79.414,78.0,0.0,39.0,78.0,58.0,234.0,299.0,308.0,268.0,300.0,270.0,281.0,320.0,339.0,302.0,347.0,185.0,172.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cordella Junior Public School,Public,Not applicable,Elementary,English,JK-6,York,M6N2K1,125.0,43.67906,-79.4876,50.0,0.0,38.0,0.0,50.0,25.0,N/A,81.0,N/A,74.0,N/A,30.0,75.0,94.0,91.0,86.0,55.0,48.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cornell Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1G1G8,740.0,43.75939,-79.218,555.0,44.0,67.0,0.0,333.0,200.0,623.0,592.0,672.0,585.0,546.0,459.0,603.0,651.0,640.0,666.0,388.0,466.0
Toronto DSB,Pub Dist Sch Brd (E/F),Corvette Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1K3G2,595.0,43.72648,-79.2622,256.0,71.0,77.0,0.0,244.0,238.0,339.0,393.0,297.0,327.0,310.0,375.0,443.0,470.0,457.0,530.0,272.0,315.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cosburn Middle School,Public,Not applicable,Elementary,English,6-8,East York,M4J2P1,645.0,43.69419,-79.3309,168.0,13.0,110.0,19.0,110.0,451.0,N/A,N/A,N/A,N/A,N/A,N/A,580.0,568.0,531.0,542.0,385.0,393.0
Toronto DSB,Pub Dist Sch Brd (E/F),Cottingham Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4V1E3,160.0,43.68037,-79.3956,0.0,8.0,16.0,16.0,16.0,136.0,160.0,144.0,160.0,136.0,145.0,96.0,160.0,152.0,160.0,152.0,145.0,152.0
Toronto DSB,Pub Dist Sch Brd (E/F),Courcelette Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1N2T6,290.0,43.67932,-79.2787,29.0,0.0,29.0,0.0,29.0,261.0,263.0,281.0,276.0,290.0,209.0,249.0,257.0,290.0,265.0,278.0,193.0,226.0
Toronto DSB,Pub Dist Sch Brd (E/F),Crescent Town Elementary School,Public,Not applicable,Elementary,English,JK-5,East York,M4C5M9,560.0,43.69683,-79.2925,470.0,190.0,39.0,0.0,246.0,420.0,477.0,487.0,471.0,476.0,414.0,414.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Cresthaven Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2H1M1,235.0,43.79731,-79.3636,141.0,24.0,24.0,0.0,94.0,153.0,200.0,176.0,195.0,195.0,164.0,108.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Crestview Public School,Public,Not applicable,Elementary,English,JK-5,Toronto,M2J2W3,345.0,43.78843,-79.3598,241.0,138.0,17.0,0.0,104.0,276.0,304.0,310.0,296.0,293.0,292.0,269.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Cummer Valley Middle School,Public,Not applicable,Elementary,English,6-8,North York,M2M3K1,430.0,43.7882,-79.4015,258.0,86.0,43.0,0.0,150.0,344.0,N/A,N/A,N/A,N/A,N/A,N/A,336.0,353.0,339.0,370.0,264.0,275.0
Toronto DSB,Pub Dist Sch Brd (E/F),D A Morrison Middle School,Public,Junior High School,Elementary,English,6-8,East York,M4C4L2,430.0,43.69539,-79.3117,129.0,43.0,108.0,0.0,129.0,258.0,N/A,N/A,N/A,N/A,N/A,N/A,317.0,327.0,314.0,327.0,189.0,189.0
Toronto DSB,Pub Dist Sch Brd (E/F),Dallington Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2J2G3,510.0,43.77712,-79.3547,275.0,87.0,31.0,5.0,158.0,342.0,444.0,413.0,412.0,367.0,390.0,367.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Danforth Gardens Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1L4H4,525.0,43.70845,-79.271,278.0,52.0,79.0,0.0,178.0,242.0,377.0,388.0,308.0,268.0,266.0,231.0,446.0,415.0,434.0,399.0,327.0,278.0
Toronto DSB,Pub Dist Sch Brd (E/F),David Hornell Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M8V1M6,235.0,43.61933,-79.4889,94.0,59.0,24.0,0.0,70.0,118.0,147.0,193.0,166.0,193.0,127.0,150.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),David Lewis Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1W3G1,490.0,43.80919,-79.3179,368.0,49.0,49.0,0.0,122.0,196.0,453.0,480.0,429.0,416.0,403.0,407.0,412.0,441.0,443.0,461.0,365.0,372.0
Toronto DSB,Pub Dist Sch Brd (E/F),Davisville Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4S1J6,530.0,43.69938,-79.3948,201.0,138.0,53.0,5.0,117.0,408.0,447.0,456.0,439.0,408.0,404.0,360.0,463.0,509.0,463.0,509.0,371.0,323.0
Toronto DSB,Pub Dist Sch Brd (E/F),Daystrom Public School,Public,Not applicable,Elementary,English,JK-5,North York,M9M2A8,450.0,43.74794,-79.547,225.0,68.0,22.0,0.0,180.0,90.0,322.0,306.0,378.0,302.0,312.0,256.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Deer Park Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4T2B4,540.0,43.68965,-79.3915,184.0,103.0,76.0,11.0,70.0,443.0,454.0,540.0,474.0,540.0,426.0,486.0,463.0,491.0,466.0,508.0,418.0,389.0
Toronto DSB,Pub Dist Sch Brd (E/F),Delta Senior Alternative School,Public,Not applicable,Elementary,English,7-8,Toronto,M6G3G9,60.0,43.65867,-79.4188,6.0,6.0,18.0,6.0,12.0,42.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Denlow Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M3B1P7,350.0,43.74583,-79.3642,158.0,35.0,0.0,105.0,35.0,315.0,324.0,308.0,335.0,308.0,306.0,318.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Dennis Avenue Community School,Public,Not applicable,Elementary,English,JK-5,York,M6N2T7,95.0,43.68441,-79.4873,38.0,10.0,19.0,0.0,28.0,28.0,59.0,59.0,71.0,81.0,49.0,59.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Derrydown Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3J1R7,420.0,43.75868,-79.4937,189.0,21.0,42.0,0.0,147.0,105.0,251.0,176.0,216.0,160.0,154.0,139.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Dewson Street Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6H2N9,480.0,43.65558,-79.4238,96.0,0.0,24.0,0.0,96.0,336.0,300.0,360.0,279.0,120.0,366.0,293.0,461.0,470.0,452.0,470.0,313.0,322.0
Toronto DSB,Pub Dist Sch Brd (E/F),Diefenbaker Elementary School,Public,Not applicable,Elementary,English,JK-5,East York,M4J2R2,390.0,43.69513,-79.3313,58.0,0.0,20.0,0.0,58.0,273.0,360.0,292.0,369.0,273.0,314.0,273.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Dixon Grove Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9R1H1,685.0,43.6849,-79.5561,363.0,110.0,123.0,0.0,281.0,267.0,356.0,370.0,417.0,342.0,288.0,288.0,472.0,486.0,478.0,507.0,240.0,247.0
Toronto DSB,Pub Dist Sch Brd (E/F),Don Mills Middle School,Public,Not applicable,Elementary,English,6-8,North York,M3C1X6,415.0,43.73663,-79.3393,187.0,42.0,104.0,0.0,104.0,270.0,N/A,N/A,N/A,N/A,N/A,N/A,325.0,315.0,321.0,340.0,193.0,212.0
Toronto DSB,Pub Dist Sch Brd (E/F),Don Valley Middle School,Public,Junior High School,Elementary,English,6-8,Toronto,M2J3C3,295.0,43.78953,-79.355,133.0,30.0,59.0,15.0,88.0,206.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,283.0,N/A,283.0,N/A,212.0
Toronto DSB,Pub Dist Sch Brd (E/F),Donview Middle School,Public,Not applicable,Elementary,English,6-8,North York,M3A2S3,350.0,43.76434,-79.3315,140.0,52.0,70.0,88.0,105.0,175.0,N/A,N/A,N/A,N/A,N/A,N/A,244.0,234.0,246.0,241.0,144.0,130.0
Toronto DSB,Pub Dist Sch Brd (E/F),Donwood Park Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1P3K5,680.0,43.757,-79.2622,449.0,88.0,68.0,0.0,306.0,238.0,488.0,517.0,500.0,510.0,404.0,456.0,530.0,530.0,477.0,496.0,278.0,272.0
Toronto DSB,Pub Dist Sch Brd (E/F),Dorset Park Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1P1V6,235.0,43.75016,-79.2797,118.0,24.0,47.0,0.0,70.0,94.0,130.0,103.0,133.0,73.0,96.0,66.0,140.0,167.0,149.0,174.0,83.0,92.0
Toronto DSB,Pub Dist Sch Brd (E/F),Dovercourt Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6H3G4,410.0,43.66701,-79.4361,102.0,0.0,82.0,0.0,62.0,205.0,258.0,250.0,220.0,205.0,203.0,193.0,307.0,328.0,325.0,357.0,143.0,152.0
Toronto DSB,Pub Dist Sch Brd (E/F),Downsview Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3M2G7,230.0,43.73111,-79.4824,115.0,34.0,34.0,0.0,69.0,46.0,146.0,177.0,131.0,159.0,79.0,92.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Downtown Alternative School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5E1R8,120.0,43.64773,-79.3704,6.0,0.0,12.0,0.0,36.0,72.0,108.0,91.0,120.0,91.0,108.0,91.0,N/A,120.0,N/A,108.0,N/A,72.0
Toronto DSB,Pub Dist Sch Brd (E/F),Dr Marion Hilliard Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1B2P3,275.0,43.80247,-79.2253,151.0,28.0,69.0,0.0,82.0,96.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Driftwood Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3N2N6,440.0,43.76272,-79.5146,88.0,22.0,88.0,0.0,220.0,110.0,178.0,180.0,178.0,189.0,92.0,97.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Dublin Heights Elementary and Middle School,Public,Not applicable,Elementary,English,JK-8,North York,M3H2K2,860.0,43.74926,-79.4468,353.0,138.0,129.0,77.0,155.0,636.0,600.0,636.0,592.0,628.0,512.0,507.0,694.0,722.0,668.0,748.0,504.0,499.0
Toronto DSB,Pub Dist Sch Brd (E/F),Duke of Connaught Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4L2W6,905.0,43.66588,-79.3224,136.0,18.0,154.0,109.0,181.0,606.0,569.0,643.0,600.0,588.0,445.0,498.0,833.0,833.0,707.0,778.0,453.0,498.0
Toronto DSB,Pub Dist Sch Brd (E/F),Dundas Junior Public School,Public,Not applicable,Elementary,English,JK-5,Toronto,M4M1R4,425.0,43.66207,-79.3487,128.0,21.0,21.0,0.0,106.0,191.0,296.0,361.0,282.0,336.0,234.0,285.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Dunlace Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2L2S1,310.0,43.76245,-79.3704,108.0,46.0,31.0,0.0,62.0,248.0,239.0,270.0,245.0,270.0,258.0,279.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Earl Beatty Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4C3J6,475.0,43.68602,-79.3212,48.0,0.0,48.0,0.0,48.0,380.0,386.0,394.0,400.0,332.0,349.0,318.0,343.0,285.0,294.0,238.0,90.0,95.0
Toronto DSB,Pub Dist Sch Brd (E/F),Earl Grey Senior Public School,Public,Not applicable,Elementary,English,7-8,Toronto,M4J1G8,455.0,43.67686,-79.3408,91.0,23.0,91.0,0.0,91.0,318.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Earl Haig Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4C1E2,625.0,43.68132,-79.3212,50.0,6.0,56.0,0.0,88.0,412.0,509.0,550.0,457.0,475.0,435.0,431.0,471.0,594.0,441.0,569.0,330.0,406.0
Toronto DSB,Pub Dist Sch Brd (E/F),East Alternative School of Toronto,Public,Not applicable,Elementary,English,7-8,Toronto,M4J1A7,60.0,43.6718,-79.3385,6.0,0.0,18.0,0.0,6.0,48.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Eastview Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1E2E5,365.0,43.75898,-79.1912,91.0,36.0,91.0,0.0,182.0,110.0,147.0,146.0,193.0,201.0,83.0,80.0,226.0,212.0,223.0,223.0,61.0,66.0
Toronto DSB,Pub Dist Sch Brd (E/F),Eatonville Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9C2P7,250.0,43.6375,-79.5664,138.0,50.0,38.0,0.0,75.0,150.0,160.0,158.0,176.0,148.0,137.0,140.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Edgewood Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1P3S4,190.0,43.7663,-79.2658,57.0,19.0,38.0,0.0,57.0,95.0,91.0,84.0,88.0,84.0,62.0,61.0,165.0,127.0,143.0,144.0,52.0,36.0
Toronto DSB,Pub Dist Sch Brd (E/F),Eglinton Junior Public School,Public,Not applicable,Elementary,English,JK-5,Toronto,M4P1L1,605.0,43.70806,-79.3904,260.0,188.0,48.0,0.0,169.0,496.0,421.0,472.0,385.0,424.0,334.0,351.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Elia Middle School,Public,Not applicable,Elementary,English,6-8,North York,M3J1T7,375.0,43.75379,-79.4985,206.0,38.0,56.0,0.0,131.0,94.0,N/A,N/A,N/A,N/A,N/A,N/A,253.0,248.0,274.0,285.0,132.0,112.0
Toronto DSB,Pub Dist Sch Brd (E/F),Elizabeth Simcoe Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1E1A3,280.0,43.73814,-79.206,28.0,0.0,42.0,70.0,28.0,182.0,240.0,252.0,215.0,232.0,198.0,204.0,260.0,263.0,272.0,258.0,191.0,185.0
Toronto DSB,Pub Dist Sch Brd (E/F),Elkhorn Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2K1J3,420.0,43.77121,-79.3801,210.0,84.0,42.0,0.0,84.0,336.0,386.0,374.0,392.0,365.0,392.0,349.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Ellesmere-Statton Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M1P2W1,635.0,43.76362,-79.2876,311.0,76.0,76.0,0.0,184.0,248.0,456.0,451.0,421.0,438.0,348.0,324.0,518.0,591.0,498.0,533.0,390.0,413.0
Toronto DSB,Pub Dist Sch Brd (E/F),Elmbank Junior Middle Academy,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9V3R4,345.0,43.7365,-79.59,172.0,17.0,86.0,0.0,121.0,104.0,237.0,266.0,228.0,235.0,176.0,155.0,215.0,217.0,215.0,228.0,108.0,117.0
Toronto DSB,Pub Dist Sch Brd (E/F),Elmlea Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9W1V4,375.0,43.71594,-79.5499,112.0,19.0,38.0,0.0,131.0,131.0,212.0,274.0,280.0,274.0,155.0,124.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Emily Carr Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B2V2,295.0,43.80501,-79.2069,74.0,15.0,30.0,0.0,74.0,88.0,227.0,295.0,204.0,274.0,161.0,156.0,230.0,295.0,220.0,286.0,108.0,106.0
Toronto DSB,Pub Dist Sch Brd (E/F),Equinox Holistic Alternative School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4L2Y1,190.0,43.67289,-79.3232,10.0,0.0,38.0,0.0,28.0,124.0,141.0,165.0,121.0,116.0,124.0,108.0,148.0,175.0,121.0,175.0,75.0,91.0
Toronto DSB,Pub Dist Sch Brd (E/F),Ernest Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2J4A4,160.0,43.79141,-79.3374,120.0,32.0,8.0,0.0,40.0,104.0,139.0,128.0,133.0,134.0,143.0,109.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Essex Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6G1T3,280.0,43.66825,-79.4223,56.0,14.0,98.0,14.0,56.0,154.0,139.0,132.0,149.0,104.0,127.0,104.0,181.0,190.0,189.0,176.0,70.0,59.0
Toronto DSB,Pub Dist Sch Brd (E/F),F H Miller Junior Public School,Public,Not applicable,Elementary,English,JK-6,York,M6E4T5,130.0,43.684,-79.4589,39.0,6.0,32.0,0.0,20.0,32.0,98.0,100.0,91.0,90.0,70.0,60.0,84.0,90.0,84.0,90.0,52.0,60.0
Toronto DSB,Pub Dist Sch Brd (E/F),Fairbank Memorial Community School,Public,Not applicable,Elementary,English,JK-5,York,M6E4M2,165.0,43.6917,-79.4554,41.0,25.0,58.0,0.0,33.0,50.0,78.0,92.0,82.0,82.0,63.0,64.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Fairbank Public School,Public,Not applicable,Elementary,English,JK-8,York,M6E3S5,300.0,43.69438,-79.4492,120.0,45.0,75.0,60.0,75.0,120.0,234.0,201.0,251.0,216.0,134.0,117.0,246.0,204.0,237.0,246.0,74.0,54.0
Toronto DSB,Pub Dist Sch Brd (E/F),Fairglen Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1W1H8,300.0,43.78493,-79.3222,195.0,30.0,30.0,120.0,90.0,135.0,253.0,228.0,275.0,228.0,194.0,171.0,300.0,270.0,291.0,288.0,258.0,237.0
