Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Postal Code,Enrolment,Latitude,Longitude,First Language Not English,New to Canada from Non-English Speaking Country,Receiving Special Education Services,Identified as Gifted,Live in Low-Income Households,Parents Have Some University Education,2016 Grade 3 Reading,2019 Grade 3 Reading,2016 Grade 3 Writing,2019 Grade 3 Writing,2016 Grade 3 Math,2019 Grade 3 Math,2016 Grade 6 Reading,2019 Grade 6 Reading,2016 Grade 6 Writing,2019 Grade 6 Writing,2016 Grade 6 Math,2019 Grade 6 Math
Toronto CDSB,Cath Dist Sch Brd (E/F),St Bonaventure Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3C2K9,595.0,43.73307,-79.3558,149.0,42.0,42.0,77.0,113.0,393.0,549.0,565.0,503.0,583.0,398.0,541.0,576.0,559.0,577.0,577.0,446.0,464.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Boniface Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Scarborough,M1M2J1,330.0,43.74057,-79.2197,99.0,66.0,33.0,0.0,148.0,115.0,240.0,274.0,274.0,274.0,186.0,182.0,281.0,267.0,280.0,294.0,168.0,201.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Brendan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Scarborough,M1C1Z9,550.0,43.78273,-79.149,39.0,11.0,55.0,11.0,55.0,346.0,538.0,500.0,515.0,484.0,433.0,424.0,503.0,473.0,501.0,456.0,371.0,352.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Brigid Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M4C3X9,650.0,43.68716,-79.3162,104.0,39.0,65.0,6.0,150.0,422.0,592.0,598.0,554.0,526.0,440.0,436.0,567.0,488.0,578.0,520.0,270.0,227.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Bruno/St. Raymond Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6G3X6,210.0,43.67333,-79.4273,42.0,21.0,63.0,0.0,42.0,105.0,N/A,187.0,N/A,197.0,N/A,151.0,N/A,136.0,N/A,145.0,N/A,97.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Catherine Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3A1E9,110.0,43.7423,-79.3245,28.0,6.0,22.0,0.0,33.0,55.0,72.0,89.0,78.0,68.0,58.0,62.0,N/A,46.0,N/A,74.0,N/A,28.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Cecilia Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6P1R3,645.0,43.66056,-79.4745,110.0,26.0,39.0,26.0,90.0,451.0,588.0,535.0,567.0,374.0,443.0,439.0,593.0,593.0,584.0,619.0,425.0,497.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Charles Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6B2W1,280.0,43.7133,-79.4512,70.0,14.0,42.0,0.0,70.0,98.0,174.0,148.0,205.0,176.0,136.0,120.0,206.0,140.0,242.0,218.0,97.0,87.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Charles Garnier Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3N2X9,465.0,43.76234,-79.5178,140.0,46.0,46.0,0.0,232.0,93.0,271.0,339.0,297.0,353.0,205.0,228.0,265.0,260.0,269.0,339.0,110.0,121.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Clare Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6E3K4,425.0,43.67929,-79.4414,128.0,0.0,42.0,0.0,85.0,170.0,425.0,412.0,425.0,412.0,409.0,327.0,365.0,416.0,359.0,416.0,174.0,183.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Clement Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Etobicoke,M9C2A2,475.0,43.63258,-79.5739,71.0,0.0,48.0,48.0,48.0,332.0,409.0,446.0,406.0,418.0,339.0,332.0,475.0,432.0,475.0,456.0,418.0,318.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Columba Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1B1M9,230.0,43.8062,-79.2113,69.0,12.0,58.0,0.0,58.0,69.0,136.0,99.0,97.0,58.0,105.0,58.0,146.0,133.0,143.0,150.0,71.0,62.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Conrad Catholic School,Catholic,Not applicable,Elementary,English,JK-8,North York,M3M0A8,615.0,43.73023,-79.4927,160.0,37.0,68.0,0.0,172.0,166.0,462.0,467.0,443.0,430.0,359.0,381.0,435.0,461.0,424.0,504.0,172.0,203.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Cyril Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2N2B9,350.0,43.77667,-79.4165,70.0,18.0,35.0,0.0,88.0,245.0,N/A,N/A,N/A,N/A,314.0,298.0,327.0,340.0,339.0,329.0,232.0,329.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Demetrius Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9P1A6,275.0,43.68471,-79.5216,179.0,28.0,28.0,14.0,55.0,165.0,265.0,220.0,265.0,220.0,233.0,198.0,251.0,231.0,217.0,250.0,183.0,198.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Denis Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M4E3B8,290.0,43.67299,-79.2899,29.0,14.0,29.0,0.0,14.0,232.0,257.0,267.0,267.0,278.0,237.0,223.0,268.0,281.0,269.0,290.0,211.0,215.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Dominic Savio Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1B5X3,250.0,43.79831,-79.1555,38.0,12.0,25.0,0.0,50.0,112.0,182.0,198.0,212.0,208.0,165.0,168.0,228.0,185.0,223.0,225.0,112.0,58.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Dorothy Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9V1N7,340.0,43.73174,-79.5913,85.0,17.0,68.0,0.0,136.0,102.0,223.0,248.0,198.0,238.0,125.0,146.0,229.0,197.0,270.0,248.0,76.0,71.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Dunstan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1L3E4,275.0,43.6933,-79.2842,110.0,69.0,41.0,0.0,138.0,138.0,167.0,157.0,193.0,168.0,185.0,148.0,219.0,223.0,233.0,242.0,148.0,170.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Edmund Campion Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1E4N1,270.0,43.78806,-79.2156,81.0,68.0,27.0,14.0,81.0,94.0,206.0,167.0,191.0,176.0,172.0,167.0,204.0,235.0,225.0,216.0,123.0,135.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Edward Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2N2J6,490.0,43.75377,-79.4133,172.0,74.0,49.0,0.0,98.0,416.0,444.0,382.0,444.0,382.0,444.0,382.0,442.0,407.0,420.0,416.0,290.0,255.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Elizabeth Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Etobicoke,M9B1J8,230.0,43.63506,-79.5575,69.0,46.0,34.0,0.0,46.0,138.0,187.0,196.0,231.0,150.0,145.0,80.0,185.0,196.0,211.0,209.0,144.0,145.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Elizabeth Seton Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1S3A4,145.0,43.78897,-79.2467,44.0,7.0,36.0,0.0,44.0,65.0,110.0,103.0,115.0,83.0,53.0,52.0,91.0,86.0,88.0,77.0,49.0,51.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Eugene Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9P2C3,440.0,43.69236,-79.5369,88.0,22.0,66.0,22.0,88.0,220.0,336.0,299.0,336.0,343.0,302.0,251.0,335.0,268.0,381.0,339.0,168.0,114.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Fidelis Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6L2S5,635.0,43.71721,-79.4852,89.0,19.0,70.0,6.0,114.0,229.0,533.0,533.0,547.0,552.0,400.0,368.0,549.0,533.0,557.0,546.0,305.0,305.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Florence Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1B2L6,180.0,43.79868,-79.2073,36.0,18.0,27.0,0.0,36.0,72.0,122.0,95.0,137.0,85.0,104.0,85.0,151.0,115.0,151.0,115.0,69.0,77.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Francis Xavier Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6L1L3,545.0,43.71098,-79.4832,196.0,76.0,109.0,0.0,158.0,202.0,313.0,354.0,374.0,452.0,271.0,322.0,332.0,332.0,441.0,463.0,146.0,142.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Francis de Sales Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3N1K9,485.0,43.75414,-79.5189,97.0,73.0,73.0,0.0,242.0,73.0,345.0,286.0,409.0,286.0,166.0,121.0,334.0,354.0,408.0,388.0,167.0,179.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Francis of Assisi Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6G2Y3,160.0,43.65633,-79.4146,32.0,0.0,40.0,16.0,24.0,88.0,148.0,139.0,147.0,128.0,134.0,117.0,129.0,93.0,148.0,99.0,95.0,74.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Gabriel Catholic Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2N3H5,295.0,43.76878,-79.3907,133.0,88.0,30.0,0.0,103.0,221.0,220.0,233.0,199.0,233.0,148.0,136.0,191.0,180.0,221.0,192.0,127.0,124.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Gabriel Lalemant Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1B1Y3,145.0,43.81284,-79.2262,87.0,7.0,22.0,0.0,44.0,29.0,119.0,135.0,100.0,116.0,88.0,106.0,119.0,115.0,115.0,135.0,44.0,52.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Gerald Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2J3L9,295.0,43.78044,-79.3263,103.0,88.0,30.0,0.0,88.0,148.0,202.0,206.0,228.0,201.0,192.0,177.0,239.0,268.0,239.0,268.0,182.0,198.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Gregory Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9B2K6,730.0,43.65989,-79.5442,110.0,29.0,80.0,29.0,88.0,533.0,614.0,657.0,686.0,686.0,513.0,518.0,617.0,635.0,653.0,679.0,445.0,423.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Helen Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6H1B8,405.0,43.65199,-79.4358,122.0,20.0,81.0,0.0,101.0,162.0,238.0,259.0,235.0,251.0,211.0,259.0,339.0,251.0,367.0,316.0,139.0,89.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Henry Catholic Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1W3R3,250.0,43.81373,-79.3278,88.0,25.0,25.0,0.0,62.0,112.0,236.0,250.0,227.0,225.0,210.0,212.0,227.0,250.0,243.0,250.0,130.0,168.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Ignatius of Loyola Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1S4B4,120.0,43.80342,-79.2649,48.0,12.0,24.0,0.0,36.0,36.0,N/A,N/A,N/A,N/A,N/A,N/A,83.0,88.0,85.0,98.0,40.0,43.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Isaac Jogues Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3A1Z8,355.0,43.76245,-79.3218,178.0,106.0,36.0,0.0,106.0,178.0,300.0,312.0,294.0,312.0,240.0,252.0,293.0,305.0,310.0,344.0,190.0,234.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St James Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6S4L3,180.0,43.66471,-79.4952,81.0,27.0,36.0,0.0,81.0,45.0,93.0,90.0,119.0,124.0,70.0,68.0,98.0,85.0,133.0,121.0,28.0,23.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Jane Frances Catholic School,Catholic,Not applicable,Elementary,English,JK-8,North York,M3L2E8,690.0,43.74202,-79.5132,255.0,48.0,166.0,0.0,255.0,117.0,394.0,386.0,463.0,421.0,348.0,338.0,405.0,462.0,440.0,524.0,207.0,248.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Jean de Brebeuf Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1B2X2,215.0,43.80232,-79.1739,54.0,22.0,22.0,0.0,43.0,75.0,173.0,144.0,198.0,129.0,130.0,86.0,195.0,187.0,187.0,215.0,123.0,112.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Jerome Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3J1P5,525.0,43.74869,-79.4889,152.0,79.0,37.0,5.0,136.0,168.0,397.0,357.0,404.0,420.0,252.0,257.0,444.0,462.0,459.0,509.0,306.0,315.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Joachim Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1L1W3,300.0,43.71318,-79.2755,75.0,30.0,30.0,0.0,90.0,135.0,194.0,213.0,186.0,192.0,141.0,162.0,231.0,261.0,234.0,243.0,189.0,204.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St John Bosco Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6E1Y2,310.0,43.68866,-79.4505,108.0,31.0,46.0,0.0,62.0,93.0,262.0,236.0,231.0,180.0,150.0,84.0,252.0,214.0,243.0,214.0,76.0,71.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St John Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M4E1R7,440.0,43.68032,-79.2944,0.0,22.0,66.0,22.0,66.0,308.0,394.0,370.0,390.0,339.0,371.0,312.0,394.0,414.0,387.0,414.0,246.0,202.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St John Vianney Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9V1J5,370.0,43.73836,-79.5539,111.0,37.0,37.0,0.0,111.0,130.0,250.0,240.0,300.0,285.0,215.0,196.0,250.0,292.0,272.0,337.0,168.0,192.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St John XXIII Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3C3E7,455.0,43.71239,-79.329,205.0,91.0,68.0,0.0,205.0,182.0,327.0,291.0,315.0,255.0,233.0,200.0,439.0,373.0,424.0,373.0,403.0,314.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St John the Evangelist Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Weston,M9N2B4,440.0,43.70362,-79.5223,88.0,66.0,22.0,0.0,154.0,110.0,326.0,339.0,320.0,317.0,249.0,251.0,390.0,312.0,396.0,352.0,162.0,128.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Josaphat Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M8V3G1,155.0,43.59001,-79.544,140.0,31.0,16.0,0.0,39.0,85.0,N/A,N/A,N/A,N/A,N/A,N/A,133.0,121.0,132.0,112.0,117.0,104.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Joseph Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M4M3C7,225.0,43.66596,-79.3315,22.0,0.0,68.0,0.0,56.0,135.0,147.0,153.0,171.0,169.0,106.0,112.0,156.0,153.0,156.0,153.0,64.0,58.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Jude Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9M2T9,755.0,43.74035,-79.5394,234.0,113.0,76.0,8.0,249.0,166.0,521.0,521.0,590.0,513.0,470.0,385.0,483.0,536.0,515.0,649.0,205.0,189.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Kateri Tekakwitha Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2J4C5,270.0,43.78584,-79.3374,108.0,108.0,40.0,14.0,81.0,162.0,164.0,216.0,160.0,216.0,159.0,162.0,160.0,211.0,174.0,224.0,112.0,135.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Kevin Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Scarborough,M1R3J6,235.0,43.75109,-79.3064,70.0,47.0,47.0,0.0,59.0,94.0,135.0,169.0,159.0,157.0,70.0,78.0,188.0,190.0,188.0,190.0,98.0,113.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Lawrence Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1P2P9,440.0,43.74908,-79.2799,220.0,66.0,66.0,0.0,132.0,176.0,336.0,383.0,374.0,374.0,268.0,273.0,333.0,330.0,342.0,387.0,205.0,189.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Leo Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M8V1P1,360.0,43.6145,-79.4965,108.0,36.0,54.0,0.0,72.0,198.0,294.0,259.0,316.0,281.0,167.0,180.0,295.0,292.0,313.0,335.0,240.0,259.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Louis Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M8Y2Z7,215.0,43.62589,-79.5008,54.0,11.0,32.0,11.0,43.0,129.0,176.0,150.0,159.0,183.0,135.0,108.0,177.0,170.0,198.0,200.0,150.0,123.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Luigi Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6P3P8,130.0,43.66264,-79.4526,65.0,20.0,13.0,0.0,26.0,52.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto CDSB,Cath Dist Sch Brd (E/F),St Malachy Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1E3Y3,300.0,43.77131,-79.1658,75.0,30.0,60.0,0.0,60.0,150.0,218.0,261.0,218.0,231.0,153.0,144.0,252.0,267.0,282.0,279.0,171.0,198.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Marcellus Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9R3H2,425.0,43.6797,-79.5541,85.0,106.0,42.0,0.0,170.0,170.0,275.0,217.0,296.0,234.0,176.0,123.0,300.0,306.0,293.0,366.0,133.0,153.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Margaret Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M5M2X1,645.0,43.73611,-79.4267,322.0,129.0,64.0,13.0,161.0,361.0,591.0,561.0,611.0,580.0,498.0,503.0,465.0,451.0,539.0,561.0,263.0,297.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Marguerite Bourgeoys Catholic Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1V1H6,90.0,43.80808,-79.2855,36.0,0.0,18.0,0.0,18.0,36.0,N/A,68.0,N/A,75.0,N/A,68.0,N/A,84.0,N/A,90.0,N/A,64.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Maria Goretti Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1K3N8,975.0,43.73017,-79.2657,322.0,156.0,98.0,10.0,332.0,429.0,811.0,770.0,773.0,819.0,605.0,575.0,793.0,722.0,811.0,722.0,255.0,224.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Mark Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M8Y1T4,220.0,43.63447,-79.4899,110.0,33.0,44.0,0.0,55.0,121.0,194.0,198.0,194.0,198.0,195.0,209.0,163.0,183.0,145.0,183.0,96.0,73.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Martha Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3L1Y5,235.0,43.741,-79.5021,59.0,12.0,47.0,0.0,47.0,70.0,145.0,197.0,146.0,186.0,120.0,110.0,178.0,141.0,159.0,164.0,66.0,70.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Martin De Porres Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1E3E1,405.0,43.76702,-79.1865,122.0,81.0,40.0,20.0,202.0,122.0,276.0,243.0,288.0,190.0,172.0,150.0,333.0,316.0,369.0,284.0,229.0,174.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Mary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6H1M4,340.0,43.64565,-79.4048,85.0,34.0,34.0,17.0,119.0,153.0,216.0,231.0,216.0,231.0,165.0,170.0,281.0,289.0,316.0,272.0,130.0,136.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Mary of the Angels Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6H4C7,255.0,43.67223,-79.4401,115.0,38.0,26.0,0.0,51.0,102.0,244.0,237.0,226.0,237.0,170.0,163.0,184.0,219.0,221.0,232.0,170.0,150.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Matthew Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6N2B5,530.0,43.68053,-79.4678,244.0,69.0,74.0,0.0,117.0,111.0,327.0,360.0,332.0,329.0,220.0,238.0,349.0,318.0,359.0,366.0,153.0,138.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Matthias Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2J2S8,285.0,43.78508,-79.3596,100.0,57.0,28.0,14.0,100.0,171.0,258.0,222.0,209.0,242.0,215.0,200.0,249.0,271.0,249.0,271.0,145.0,128.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Maurice Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9R1T7,285.0,43.69829,-79.5539,71.0,28.0,28.0,0.0,114.0,86.0,262.0,262.0,262.0,262.0,240.0,274.0,261.0,219.0,249.0,271.0,128.0,91.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Michael Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M5A4B2,175.0,43.64791,-79.3698,70.0,18.0,35.0,0.0,61.0,96.0,131.0,138.0,139.0,150.0,104.0,124.0,148.0,142.0,150.0,158.0,71.0,66.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Michael's Choir (Jr) School,Catholic,Not applicable,Elementary,English,1-8,Toronto,M5B1X2,170.0,43.65534,-79.3777,34.0,0.0,0.0,34.0,34.0,110.0,163.0,170.0,163.0,153.0,147.0,146.0,170.0,165.0,170.0,165.0,149.0,122.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Monica Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M4P1T4,315.0,43.70996,-79.3976,110.0,79.0,63.0,0.0,79.0,236.0,244.0,239.0,267.0,227.0,204.0,151.0,274.0,255.0,283.0,277.0,172.0,158.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Nicholas Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1J2P7,375.0,43.69132,-79.2982,75.0,56.0,38.0,19.0,112.0,150.0,300.0,285.0,294.0,259.0,172.0,150.0,337.0,364.0,354.0,308.0,211.0,278.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Nicholas of Bari Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6E1R6,610.0,43.68328,-79.4607,268.0,49.0,140.0,0.0,116.0,146.0,393.0,342.0,424.0,360.0,262.0,220.0,454.0,409.0,487.0,458.0,151.0,128.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Norbert Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3K1R6,345.0,43.73457,-79.4643,69.0,34.0,52.0,0.0,69.0,138.0,276.0,276.0,280.0,297.0,209.0,228.0,278.0,259.0,291.0,279.0,61.0,59.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Paschal Baylon Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2M1X6,740.0,43.79192,-79.4316,340.0,178.0,44.0,7.0,244.0,422.0,577.0,525.0,568.0,511.0,400.0,400.0,555.0,555.0,568.0,585.0,271.0,222.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M5A3E5,200.0,43.65571,-79.3613,70.0,20.0,20.0,0.0,100.0,90.0,141.0,120.0,138.0,134.0,138.0,134.0,140.0,170.0,136.0,184.0,66.0,70.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Paul VI Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6N2X5,310.0,43.67432,-79.4575,140.0,31.0,78.0,0.0,78.0,108.0,190.0,146.0,206.0,202.0,159.0,146.0,255.0,232.0,270.0,273.0,100.0,90.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Pius X Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6S3Y3,520.0,43.6511,-79.485,62.0,10.0,57.0,10.0,78.0,416.0,494.0,489.0,493.0,468.0,471.0,452.0,498.0,478.0,477.0,510.0,322.0,328.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Raphael Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3M2K2,510.0,43.72871,-79.489,122.0,46.0,71.0,0.0,143.0,158.0,380.0,357.0,444.0,377.0,346.0,332.0,403.0,367.0,411.0,403.0,134.0,143.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Rene Goupil Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1V2G8,200.0,43.81937,-79.2879,50.0,130.0,20.0,0.0,40.0,60.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.0,N/A,200.0,N/A,34.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Richard Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1H1H1,405.0,43.76839,-79.2397,81.0,20.0,61.0,0.0,101.0,162.0,367.0,312.0,367.0,312.0,289.0,263.0,325.0,364.0,312.0,381.0,249.0,182.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Rita Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6P3Z9,80.0,43.66633,-79.4562,32.0,8.0,16.0,0.0,24.0,24.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto CDSB,Cath Dist Sch Brd (E/F),St Robert Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NORTH YORK,M3H2K2,620.0,43.74957,-79.4443,211.0,87.0,37.0,12.0,118.0,422.0,547.0,552.0,532.0,527.0,405.0,446.0,548.0,564.0,583.0,595.0,330.0,267.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Roch Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9L2E3,365.0,43.75397,-79.5661,110.0,36.0,73.0,0.0,146.0,110.0,225.0,277.0,253.0,288.0,172.0,193.0,236.0,248.0,259.0,259.0,121.0,128.0
