Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Postal Code,Enrolment,Latitude,Longitude,First Language Not English,New to Canada from Non-English Speaking Country,Receiving Special Education Services,Identified as Gifted,Live in Low-Income Households,Parents Have Some University Education,2016 Grade 9 Academic Math,2019 Grade 9 Academic Math,2016 Grade 9 Applied Math,2019 Grade 9 Applied Math,2016 Grade 10 OSSLT,2019 Grade 10 OSSLT
Toronto DSB,Pub Dist Sch Brd (E/F),Sir William Osler High School,Public,Vocational/Occupational,Secondary,English,9-12,Toronto,M1S3H5,205.0,43.79756,-79.2874,102.0,0.0,205.0,0.0,62.0,72.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),South East Year Round Alternative Centre,Public,Not applicable,Secondary,English,9-12,Toronto,M1K4C9,75.0,43.72851,-79.2556,15.0,0.0,30.0,0.0,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Stephen Leacock Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M1T2M5,620.0,43.78552,-79.3011,422.0,130.0,136.0,0.0,205.0,236.0,569.0,347.0,281.0,298.0,502.0,527.0
Toronto DSB,Pub Dist Sch Brd (E/F),Subway Academy I,Public,Alternative,Secondary,English,9-12,Toronto,M4J3T2,80.0,43.67913,-79.3366,8.0,0.0,16.0,0.0,16.0,40.0,N/A,N/A,N/A,N/A,N/A,50.0
Toronto DSB,Pub Dist Sch Brd (E/F),Subway Academy II,Public,Alternative,Secondary,English,9-12,Toronto,M5T1L4,95.0,43.6558,-79.3957,19.0,10.0,19.0,0.0,19.0,38.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),The Student School,Public,Alternative,Secondary,English,9-12,Toronto,M6P0A5,100.0,43.65667,-79.4741,10.0,0.0,20.0,10.0,15.0,55.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Thistletown Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M9W2T4,480.0,43.72772,-79.5624,264.0,48.0,120.0,0.0,120.0,144.0,318.0,264.0,72.0,53.0,388.0,427.0
Toronto DSB,Pub Dist Sch Brd (E/F),Ursula Franklin Academy,Public,Not applicable,Secondary,English,9-12,Toronto,M6P3J7,525.0,43.65709,-79.4746,105.0,5.0,37.0,79.0,63.0,315.0,494.0,509.0,N/A,N/A,515.0,525.0
Toronto DSB,Pub Dist Sch Brd (E/F),Victoria Park Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M3A2V1,1235.0,43.75605,-79.3215,790.0,86.0,173.0,124.0,333.0,519.0,1078.0,1013.0,264.0,259.0,1040.0,926.0
Toronto DSB,Pub Dist Sch Brd (E/F),West End Alternative School,Public,Alternative,Secondary,English,9-12,Toronto,M6G1L6,80.0,43.66242,-79.4198,16.0,0.0,32.0,0.0,24.0,40.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),West Hill Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M1E3G3,680.0,43.77566,-79.1906,252.0,75.0,245.0,0.0,177.0,204.0,460.0,442.0,83.0,75.0,467.0,476.0
Toronto DSB,Pub Dist Sch Brd (E/F),West Humber Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M9V3S3,1075.0,43.73092,-79.5867,624.0,64.0,183.0,11.0,236.0,355.0,946.0,946.0,370.0,355.0,818.0,924.0
Toronto DSB,Pub Dist Sch Brd (E/F),Western Technical & Commercial School,Public,Not applicable,Secondary,English,9-12,Toronto,M6P3E3,1100.0,43.65709,-79.4746,319.0,77.0,330.0,187.0,231.0,440.0,793.0,825.0,189.0,187.0,804.0,836.0
Toronto DSB,Pub Dist Sch Brd (E/F),Weston Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M9N2Y9,965.0,43.70381,-79.5094,492.0,106.0,261.0,10.0,309.0,222.0,364.0,328.0,86.0,77.0,627.0,627.0
Toronto DSB,Pub Dist Sch Brd (E/F),Westview Centennial Secondary School,Public,Not applicable,Secondary,English,9-12,Toronto,M3N1W7,855.0,43.75239,-79.5251,410.0,120.0,248.0,0.0,325.0,111.0,497.0,581.0,58.0,60.0,367.0,393.0
Toronto DSB,Pub Dist Sch Brd (E/F),Wexford Collegiate School for the Arts,Public,Not applicable,Secondary,English,9-12,Toronto,M1R2H7,1135.0,43.74615,-79.3068,363.0,57.0,250.0,11.0,250.0,477.0,824.0,840.0,418.0,443.0,922.0,931.0
Toronto DSB,Pub Dist Sch Brd (E/F),William Lyon Mackenzie Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M3H5R2,1430.0,43.75346,-79.4619,715.0,214.0,186.0,300.0,272.0,772.0,1328.0,1301.0,558.0,329.0,1292.0,1344.0
Toronto DSB,Pub Dist Sch Brd (E/F),Winston Churchill Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M1P2P7,565.0,43.74807,-79.278,333.0,73.0,175.0,0.0,170.0,209.0,427.0,350.0,112.0,102.0,366.0,322.0
Toronto DSB,Pub Dist Sch Brd (E/F),Woburn Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M1G3M3,910.0,43.77816,-79.2285,592.0,55.0,136.0,100.0,255.0,373.0,657.0,664.0,233.0,228.0,724.0,746.0
Toronto DSB,Pub Dist Sch Brd (E/F),York Humber High School,Public,Vocational/Occupational,Secondary,English,9-12,Toronto,M6M2E6,190.0,43.68841,-79.5061,76.0,0.0,190.0,0.0,57.0,57.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),York Memorial Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M6M1T9,885.0,43.69025,-79.4763,469.0,35.0,150.0,9.0,239.0,221.0,518.0,549.0,29.0,27.0,716.0,752.0
Toronto DSB,Pub Dist Sch Brd (E/F),York Mills Collegiate Institute,Public,Not applicable,Secondary,English,9-12,Toronto,M3B1W6,1240.0,43.75152,-79.3735,620.0,87.0,124.0,37.0,273.0,843.0,N/A,1091.0,N/A,N/A,1130.0,1153.0
Toronto DSB,Pub Dist Sch Brd (E/F),Yorkdale Secondary School,Public,Alternative,Secondary,English,9-12,Toronto,M6A1L6,415.0,43.72012,-79.4594,270.0,208.0,42.0,0.0,104.0,145.0,N/A,N/A,N/A,N/A,N/A,N/A
